NUMERO;PROMEDIO_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_LENGUA_UNO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NAA_SIETE;NOTA_GRAFOS;NOTA_CALIDAD_UNO;NOTA_ERGONOMIA;NOTA_EI_CINCO;PROMEDIO_OCHO;CAR_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NOTA_LOG_UNO;VECES_LOG_UNO;CREDITOS_LOG_UNO;NOTA_GOPERACIONES;VECES_GOPERACIONES;CREDITOS_GOPERACIONES;NOTA_CALIDAD_DOS;VECES_CALIDAD_DOS;CREDITOS_CALIDAD_DOS;NOTA_GAMBIENTAL;VECES_GAMBIENTAL;CREDITOS_GAMBIENTAL;NOTA_LENGUA_DOS;VECES_LENGUA_DOS;CREDITOS_LENGUA_DOS;NOTA_CONTEXTO;VECES_CONTEXTO;CREDITOS_CONTEXTO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_EI_SIETE;VECES_EI_SIETE;CREDITOS_EI_SIETE;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
831;33.29411764705883;50;34.76470588235294;45.0;36.85294117647059;32.0;40.92307692307692;7;33.0;40.0;44.0;0.0;35.2;2;10;7;3;5;4;1;2;37.0;1;2;29.0;2;3;42.0;1;2;0;0;2;34.0;2;2;39.0;1;1;0.0;0;2;0.0;0;2;1;29.46153846153846
1250;34.8235294117647;45;38.0;46.0;39.0;46.0;38.66666666666666;8;30.0;43.0;44.0;41.0;38.28571428571428;1;14;14;0;7;7;0;2;33.0;1;2;33.0;2;3;46.0;1;2;0;0;2;43.0;1;2;37.0;1;1;45.0;1;2;33.0;1;2;2;38.5625
1466;33.61764705882353;0;37.58823529411764;47.0;35.1764705882353;35.0;37.86666666666667;7;34.0;41.0;38.0;44.0;34.125;2;12;7;5;6;4;2;2;29.0;2;2;25.5;2;3;41.0;1;2;0;0;2;46.0;1;2;37.0;1;1;32.0;1;2;0.0;0;2;2;33.6
2;31.65625;30;36.33333333333334;42.5;32.4;40.0;33.88888888888889;5;41.0;31.0;30.0;0.0;30.0;3;9;2;7;4;1;3;1;28.5;2;2;25.66666666666667;3;3;29.0;2;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.15384615384615
6;35.0;44;41.81818181818182;0.0;38.46666666666667;40.0;39.44444444444444;5;50.0;35.0;40.0;0.0;40.66666666666666;0;9;9;0;4;4;0;2;45.0;1;2;36.0;1;3;39.0;1;2;45;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;38.92307692307692
9;34.3125;40;35.38461538461539;42.5;36.26666666666667;30.0;40.11111111111111;5;45.0;45.0;35.0;0.0;37.72727272727273;0;11;11;0;5;5;0;2;40.0;1;2;33.0;1;3;38.0;1;2;40;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;40.0
10;34.5625;43;33.40909090909091;0.0;34.66666666666666;30.0;39.44444444444444;5;40.0;45.0;40.0;0.0;38.66666666666666;0;9;9;0;4;4;0;2;32.0;1;2;38.0;1;3;42.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.15384615384615
11;30.83333333333333;32;32.2;0.0;33.16666666666667;21.66666666666667;37.66666666666666;5;37.0;41.0;41.0;0.0;35.11111111111111;0;9;9;0;4;4;0;2;38.0;1;2;30.0;1;3;41.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.07692307692308
15;39.0625;45;43.53846153846154;45.5;42.13333333333333;40.0;43.33333333333334;5;40.0;45.0;45.0;0.0;45.27272727272727;0;11;11;0;5;5;0;2;45.0;1;2;44.0;1;3;47.0;1;2;45;1;2;46.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;3;40.30769230769231
20;36.375;45;36.61538461538461;0.0;36.66666666666666;40.0;40.44444444444444;5;40.0;40.0;40.0;0.0;41.55555555555556;0;9;9;0;4;4;0;2;39.0;1;2;40.0;1;3;42.0;1;2;46;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.23076923076923
24;32.3125;0;27.88461538461538;0.0;27.71428571428572;35.0;31.85714285714286;3;0.0;45.0;40.0;0.0;15.5;1;4;0;4;2;0;2;1;17.0;2;2;0.0;0;3;14.0;1;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0;0.0
27;36.625;40;35.45454545454545;0.0;33.06666666666667;35.0;32.88888888888889;5;33.0;30.0;35.0;0.0;35.0;0;9;9;0;4;4;0;2;32.0;1;2;39.0;1;3;30.0;1;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.30769230769231
28;38.0;44;36.23076923076923;0.0;36.66666666666666;45.0;39.77777777777778;5;45.0;40.0;40.0;0.0;42.45454545454545;0;11;11;0;5;5;0;2;45.0;1;2;43.0;1;3;38.0;1;2;45;1;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.30769230769231
31;30.46875;41;40.61538461538461;46.5;35.96666666666667;35.0;40.88888888888889;5;38.0;41.0;45.0;0.0;37.63636363636363;0;11;11;0;5;5;0;2;37.0;1;2;30.0;1;3;37.0;1;2;44;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.30769230769231
32;34.25;43;34.15384615384615;44.5;34.46666666666667;27.5;34.77777777777778;5;31.0;37.0;40.0;0.0;35.63636363636363;0;11;11;0;5;5;0;2;30.0;1;2;30.0;1;3;37.0;1;2;40;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.07692307692308
40;33.125;45;37.13333333333333;43.5;35.83333333333334;40.0;38.44444444444444;5;36.0;40.0;40.0;0.0;31.88888888888889;1;9;6;3;4;3;1;2;31.0;1;2;25.0;2;3;32.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.15384615384615
41;30.25;32;32.8;0.0;32.16666666666666;35.0;31.55555555555556;5;32.5;30.0;30.0;0.0;36.77777777777778;0;9;9;0;4;4;0;2;35.0;1;2;35.0;1;3;38.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;38.61538461538461
44;30.15625;38;36.16666666666666;0.0;33.26666666666667;30.0;37.88888888888889;5;41.0;33.0;45.0;0.0;36.22222222222222;1;9;9;0;4;4;0;2;32.0;1;2;41.0;1;3;32.5;2;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.30769230769231
45;32.90625;45;33.46153846153846;40.0;37.26666666666667;35.0;40.0;5;35.0;45.0;35.0;0.0;35.27272727272727;0;11;11;0;5;5;0;2;30.0;1;2;30.0;1;3;39.0;1;2;40;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;38.15384615384615
46;40.625;45;38.23076923076923;0.0;35.73333333333333;40.0;37.77777777777778;5;45.0;40.0;30.0;0.0;40.88888888888889;0;9;9;0;4;4;0;2;45.0;1;2;34.0;1;3;44.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.23076923076923
52;32.40625;44;34.76666666666667;44.0;33.4;30.0;40.66666666666666;5;43.0;38.0;42.0;0.0;35.59090909090909;1;11;8;3;5;4;1;2;38.0;1;2;28.5;2;3;35.0;1;2;41;1;2;39.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.46153846153846
53;35.40625;45;35.45454545454545;0.0;38.66666666666666;45.0;42.11111111111111;5;50.0;44.0;40.0;0.0;38.22222222222222;0;9;9;0;4;4;0;2;40.0;1;2;34.0;1;3;41.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.61538461538461
60;35.75;40;38.15384615384615;45.5;34.2;30.0;35.55555555555556;5;33.0;42.0;40.0;0.0;35.88888888888889;1;9;7;2;4;3;1;2;25.5;2;2;38.0;1;3;38.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.76923076923077
61;34.71875;40;35.86666666666667;35.0;33.0;30.0;37.66666666666666;5;38.0;35.0;40.0;0.0;34.5;1;9;9;0;4;4;0;2;30.0;1;2;31.5;2;3;34.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.84615384615385
62;36.1875;45;36.23076923076923;0.0;37.8;35.0;41.11111111111111;5;50.0;42.0;40.0;0.0;42.55555555555556;0;9;9;0;4;4;0;2;45.0;1;2;41.0;1;3;42.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.76923076923077
63;32.78125;36;33.84615384615385;0.0;33.63333333333333;30.0;31.33333333333333;4;35.0;32.0;35.0;0.0;20.27777777777778;2;9;4;5;4;2;2;1;18.0;2;2;1.5;2;3;30.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;29.5
66;35.15625;39;40.46153846153846;45.5;33.66666666666666;35.0;38.77777777777778;5;43.0;40.0;35.0;0.0;39.88888888888889;0;9;9;0;4;4;0;2;35.0;1;2;39.0;1;3;41.0;1;2;45;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;3;42.23076923076923
70;33.6875;36;31.0;44.0;31.7;35.0;35.66666666666666;5;38.0;33.0;35.0;0.0;29.77777777777778;1;9;6;3;4;3;1;1;32.0;1;2;22.0;2;3;39.0;1;2;30;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.69230769230769
74;29.53125;36;31.66666666666667;43.0;35.2;35.0;38.0;5;48.0;30.0;40.0;0.0;31.88888888888889;1;9;7;2;4;3;1;2;23.5;2;2;32.0;1;3;32.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.69230769230769
78;35.78125;39;39.87179487179488;46.66666666666666;31.56666666666667;30.0;40.11111111111111;5;39.0;34.0;45.0;0.0;38.54545454545455;0;11;11;0;5;5;0;2;31.0;1;2;32.0;1;3;46.0;1;2;47;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.92307692307692
79;36.09375;40;34.15384615384615;42.0;31.5;30.0;39.55555555555556;5;44.0;39.0;35.0;0.0;36.33333333333334;0;9;9;0;4;4;0;2;32.0;1;2;37.0;1;3;36.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.69230769230769
81;34.375;30;35.46666666666667;40.0;32.9;35.0;35.22222222222222;5;39.0;31.0;40.0;0.0;35.11111111111111;1;9;7;2;4;3;1;2;26.0;2;2;30.0;1;3;45.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.80769230769231
82;40.3125;39;40.75555555555556;45.66666666666666;35.96666666666667;35.0;40.0;5;40.0;40.0;40.0;0.0;40.90909090909091;0;11;11;0;5;5;0;2;40.0;1;2;40.0;1;3;33.0;1;2;45;1;2;47.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.25641025641026
89;33.6875;37;38.66666666666666;0.0;32.93333333333333;30.0;37.66666666666666;5;40.0;40.0;35.0;0.0;34.66666666666666;0;9;9;0;4;4;0;2;33.0;1;2;30.0;1;3;35.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.0
90;33.78125;37;35.1;0.0;35.8;40.0;42.88888888888889;5;42.0;43.0;50.0;0.0;33.77777777777778;1;9;7;2;4;3;1;2;26.5;2;2;35.0;1;3;33.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.26923076923077
91;39.375;43;38.84615384615385;45.0;34.86666666666667;40.0;40.55555555555556;5;40.0;40.0;35.0;0.0;44.72727272727273;0;11;11;0;5;5;0;2;45.0;1;2;42.0;1;3;48.0;1;2;46;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.07692307692308
95;32.78125;37;34.88235294117647;45.0;31.6;30.0;33.77777777777778;5;32.0;32.0;40.0;0.0;29.55555555555556;1;9;7;2;4;3;1;1;24.0;2;2;30.0;1;3;30.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.30769230769231
98;34.375;41;36.15384615384615;50.0;35.26666666666667;35.0;38.22222222222222;5;41.0;38.0;41.0;0.0;39.81818181818182;0;11;11;0;5;5;0;2;34.0;1;2;44.0;1;3;37.0;1;2;39;1;2;43.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;38.30769230769231
100;30.09375;41;30.45454545454545;0.0;31.76666666666667;35.0;36.88888888888889;5;40.0;35.0;38.0;0.0;27.44444444444444;2;9;4;5;4;2;2;1;22.0;2;2;19.0;2;3;31.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.92307692307692
102;33.5625;36;33.65384615384615;0.0;34.0;30.0;37.33333333333334;5;49.0;38.0;35.0;0.0;31.33333333333333;1;9;7;2;4;3;1;2;28.0;2;2;32.0;1;3;30.0;1;2;35;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.53846153846154
107;34.6875;35;30.90909090909091;0.0;31.0;22.5;35.77777777777778;5;41.0;31.0;40.0;0.0;35.11111111111111;1;9;9;0;4;4;0;2;33.0;1;2;34.0;2;3;35.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.38461538461539
108;33.1875;43;31.13636363636364;0.0;31.16666666666667;30.0;34.22222222222222;4;28.5;35.0;39.0;0.0;34.66666666666666;1;9;7;2;4;3;1;2;25.5;2;2;37.0;1;3;35.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.53846153846154
110;31.71875;31;35.93333333333333;42.0;33.7;40.0;33.55555555555556;5;32.0;30.0;39.0;0.0;34.44444444444444;0;9;9;0;4;4;0;2;35.0;1;2;30.0;1;3;34.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.56410256410256
112;34.15625;36;32.88461538461539;0.0;39.6;30.0;38.44444444444444;5;36.0;41.0;41.0;0.0;36.55555555555556;0;9;9;0;4;4;0;2;32.0;1;2;33.0;1;3;41.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.07692307692308
113;32.875;32;37.15384615384615;0.0;34.6;30.0;41.77777777777778;5;40.0;45.0;45.0;0.0;40.66666666666666;0;9;9;0;4;4;0;2;40.0;1;2;36.0;1;3;45.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;3;40.53846153846154
126;35.0625;40;34.76923076923077;41.0;38.13333333333333;30.0;37.77777777777778;5;37.0;37.0;41.0;0.0;35.44444444444444;1;9;9;0;4;4;0;2;33.0;1;2;36.0;1;3;31.5;2;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.62820512820512
129;26.83333333333333;0;28.83333333333333;0.0;31.44444444444445;29.0;29.57142857142857;3;0.0;18.0;33.0;0.0;5.0;0;2;0;2;1;0;1;1;5.0;1;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;21.75
131;33.125;44;38.46153846153846;47.5;37.53333333333333;45.0;39.11111111111111;5;39.0;39.0;44.0;0.0;37.22222222222222;1;9;7;2;4;3;1;2;29.5;2;2;40.0;1;3;35.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.61538461538461
132;34.08823529411764;40;34.15384615384615;44.5;35.33333333333334;35.0;35.33333333333334;5;31.0;40.0;35.0;0.0;37.09090909090909;0;11;11;0;5;5;0;2;31.0;1;2;34.0;1;3;33.0;1;2;46;1;2;43.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;38.38461538461539
140;34.25;42;31.13636363636364;0.0;34.7;35.0;38.0;5;32.0;37.0;42.0;0.0;34.83333333333334;2;9;7;2;4;3;1;2;24.0;2;2;36.5;2;3;35.0;1;2;43;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.15384615384615
141;37.35294117647059;40;31.59090909090909;0.0;31.36666666666667;30.0;32.83333333333334;3;42.0;33.0;39.0;0.0;30.94444444444444;1;9;6;3;4;3;1;2;32.0;1;2;29.5;2;3;33.0;1;2;30;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;28.92307692307692
142;38.625;50;35.07692307692308;0.0;32.9;35.0;36.33333333333334;5;41.0;36.0;35.0;0.0;27.66666666666667;2;9;4;5;4;2;2;1;36.0;1;2;23.0;2;3;24.0;2;2;30;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;27.33333333333334
154;29.625;33;34.07692307692308;46.0;31.62222222222222;23.66666666666667;38.33333333333334;5;39.0;32.0;44.0;0.0;30.77777777777778;2;9;6;3;4;3;1;2;31.5;2;2;28.0;2;3;33.0;1;2;32;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.07692307692308
155;31.84375;40;34.3235294117647;41.0;31.86666666666667;30.0;39.55555555555556;5;41.0;42.0;41.0;0.0;35.33333333333334;2;9;9;0;4;4;0;2;30.5;2;2;37.0;2;3;32.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.76923076923077
158;36.6875;49;34.5;50.0;32.66666666666666;27.0;38.55555555555556;5;45.0;38.0;41.0;0.0;30.95454545454545;3;11;4;7;5;2;3;1;28.0;2;2;26.5;2;3;17.5;2;2;40;1;2;45.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.51282051282051
161;34.21875;50;37.30769230769231;0.0;38.5;40.0;40.44444444444444;5;45.0;38.0;44.0;0.0;18.55555555555556;3;9;2;7;4;1;3;1;22.5;2;2;16.0;2;3;36.0;1;2;1;2;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;28.8
162;31.375;41;32.69230769230769;0.0;33.48333333333333;37.0;35.55555555555556;5;39.0;33.0;41.0;0.0;32.0;1;9;6;3;4;3;1;2;33.0;1;2;25.33333333333333;3;3;32.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.23076923076923
164;37.4375;35;29.75384615384615;0.0;31.0;30.0;34.33333333333334;3;29.5;31.0;26.5;0.0;28.44444444444444;2;9;4;5;4;2;2;1;19.0;2;2;24.0;2;3;39.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;1;21.21794871794872
166;33.125;33;33.26923076923077;43.0;33.13333333333333;25.5;38.22222222222222;5;47.0;33.0;41.0;0.0;36.77777777777778;0;9;9;0;4;4;0;2;32.0;1;2;37.0;1;3;37.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.53846153846154
168;32.84375;30;32.0;44.0;36.13333333333333;35.0;37.44444444444444;5;41.0;38.0;40.0;0.0;34.09090909090909;1;11;9;2;5;4;1;2;24.0;2;2;31.0;1;3;36.0;1;2;37;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.02564102564102
173;29.39583333333333;49;32.72727272727273;0.0;36.06666666666667;30.0;36.55555555555556;5;39.0;37.0;41.0;0.0;30.88888888888889;2;9;4;5;4;2;2;2;26.5;2;2;25.0;2;3;36.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;31.69230769230769
177;39.6875;50;42.92307692307692;46.5;37.13333333333333;45.0;41.55555555555556;5;48.0;40.0;40.0;0.0;38.45454545454545;0;11;11;0;5;5;0;2;45.0;1;2;35.0;1;3;30.0;1;2;40;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.53846153846154
183;42.8125;45;41.53846153846154;42.5;35.86666666666667;40.0;37.88888888888889;5;39.0;40.0;36.0;0.0;40.36363636363637;0;11;11;0;5;5;0;2;45.0;1;2;44.0;1;3;30.0;1;2;40;1;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.80769230769231
186;36.6875;42;41.0;0.0;37.73333333333333;45.0;43.88888888888889;5;45.0;48.0;40.0;0.0;40.55555555555556;0;9;9;0;4;4;0;2;42.0;1;2;41.0;1;3;39.0;1;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.88461538461539
187;36.5625;39;36.2;44.5;35.4;35.0;38.66666666666666;5;43.0;40.0;35.0;0.0;38.18181818181818;0;11;11;0;5;5;0;2;39.0;1;2;34.0;1;3;38.0;1;2;41;1;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.84615384615385
188;31.28125;30;31.45454545454545;0.0;34.43333333333333;39.0;34.63636363636363;6;41.0;32.0;40.0;0.0;34.55555555555556;1;9;9;0;4;4;0;2;30.0;2;2;33.0;1;3;40.0;1;2;36;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.69230769230769
189;28.4375;38;31.69230769230769;50.0;30.68333333333333;22.5;35.22222222222222;4;35.0;31.0;42.0;0.0;33.0;2;11;9;2;5;4;1;2;24.0;3;2;33.0;2;3;33.0;1;2;33;1;2;42.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.23076923076923
199;32.75;30;33.46153846153846;0.0;33.36666666666667;30.0;36.09090909090909;6;37.0;38.0;41.0;0.0;33.11111111111111;1;9;9;0;4;4;0;2;33.0;1;2;32.0;3;3;31.0;1;2;37;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.38461538461539
204;38.88235294117647;40;40.0;42.5;37.8;45.0;37.44444444444444;5;36.0;42.0;38.0;0.0;35.90909090909091;1;11;11;0;5;5;0;2;31.0;2;2;33.0;1;3;37.0;1;2;41;1;2;39.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.15384615384615
230;33.78125;49;30.90909090909091;0.0;30.86666666666667;30.0;39.11111111111111;5;44.0;36.0;44.0;0.0;34.94444444444444;1;9;6;3;4;3;1;2;40.0;1;2;29.5;2;3;34.0;1;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.53846153846154
236;32.5625;33;37.5;46.0;37.66666666666666;30.0;37.22222222222222;5;31.5;33.0;42.0;0.0;35.88888888888889;2;9;7;2;4;3;1;2;31.0;2;2;43.0;1;3;26.0;2;2;40;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;38.23076923076923
238;35.15625;44;35.53846153846154;44.0;34.56666666666667;30.0;37.88888888888889;5;32.5;39.0;44.0;0.0;42.0;0;11;11;0;5;5;0;2;34.0;1;2;48.0;1;3;35.0;1;2;46;1;2;44.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;3;42.53846153846154
245;35.78125;46;35.76923076923077;45.5;34.13333333333333;30.0;39.77777777777778;5;44.0;40.0;41.0;0.0;35.45454545454545;0;11;11;0;5;5;0;2;37.0;1;2;30.0;1;3;32.0;1;2;40;1;2;41.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.07692307692308
251;37.9375;40;34.36363636363637;0.0;35.43333333333333;30.0;37.77777777777778;5;36.0;38.0;41.0;0.0;33.55555555555556;1;9;9;0;4;4;0;2;31.0;1;2;30.0;2;3;33.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.65384615384615
253;31.44117647058824;0;37.11764705882353;50.0;38.0;33.0;39.8;8;42.0;40.0;35.0;43.0;41.14285714285715;0;14;14;0;7;7;0;2;43.0;1;2;44.0;1;3;38.0;1;2;0;0;2;41.0;1;2;46.0;1;1;33.0;1;2;44.0;1;2;2;38.28125
254;33.5625;47;31.54545454545455;0.0;35.8;30.0;38.22222222222222;5;38.0;41.0;39.0;0.0;35.88888888888889;2;9;9;0;4;4;0;2;33.5;2;2;32.0;2;3;42.0;1;2;38;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.53846153846154
258;33.71875;36;39.0;0.0;38.4;43.0;42.0;5;43.0;40.0;44.0;0.0;30.77777777777778;1;9;7;2;4;3;1;2;23.0;2;2;33.0;1;3;31.0;1;2;35;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;3;40.30769230769231
259;39.3125;45;40.46153846153846;0.0;38.6;40.0;36.63636363636363;6;33.0;36.0;41.0;0.0;40.22222222222222;0;9;9;0;4;4;0;2;36.0;1;2;44.0;1;3;35.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.69230769230769
261;33.21875;40;36.5;46.0;31.93333333333333;27.5;38.33333333333334;5;41.0;32.0;42.0;0.0;30.56060606060606;2;11;9;2;5;4;1;2;30.0;1;2;30.5;2;3;19.33333333333333;3;2;33;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;33.38461538461539
262;34.65625;50;36.95555555555555;43.66666666666666;40.06666666666667;45.0;42.66666666666666;5;45.0;43.0;42.0;0.0;41.44444444444444;0;9;9;0;4;4;0;2;40.0;1;2;45.0;1;3;35.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;3;43.46153846153846
263;38.3125;45;33.63636363636363;0.0;38.26666666666667;47.0;39.33333333333334;5;50.0;36.0;41.0;0.0;34.33333333333334;1;9;9;0;4;4;0;2;30.0;2;2;31.0;1;3;40.0;1;2;38;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.15384615384615
267;32.875;50;32.86666666666667;0.0;37.03333333333333;39.0;36.88888888888889;5;41.0;36.0;38.0;0.0;34.0;1;9;7;2;4;3;1;2;28.5;2;2;37.0;1;3;35.0;1;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;36.0
269;35.3125;40;35.53333333333333;47.0;35.93333333333333;35.0;38.66666666666666;5;39.0;35.0;42.0;0.0;33.88888888888889;1;9;9;0;4;4;0;2;30.0;2;2;35.0;1;3;35.0;1;2;35;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;34.92307692307692
270;36.25;45;40.61538461538461;0.0;38.0;35.0;38.36363636363637;5;29.0;40.0;42.0;0.0;39.77777777777778;0;9;9;0;4;4;0;2;37.0;1;2;42.0;1;3;38.0;1;2;41;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.07692307692308
271;40.0;41;43.18181818181818;0.0;39.53333333333333;40.0;38.81818181818182;6;35.0;39.0;41.0;0.0;42.88888888888889;0;9;9;0;4;4;0;2;36.0;1;2;50.0;1;3;40.0;1;2;42;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;39.38461538461539
272;34.875;39;36.53333333333333;42.0;35.73333333333333;35.0;34.44444444444444;4;28.0;31.0;42.0;0.0;36.0;1;9;7;2;4;3;1;2;39.0;1;2;40.0;1;3;29.0;2;2;34;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;32.64102564102564
273;33.5625;45;34.41025641025641;42.66666666666666;36.73333333333333;40.0;38.44444444444444;5;40.0;39.0;39.0;0.0;29.72727272727273;2;11;6;5;5;3;2;1;32.0;1;2;16.0;2;3;28.5;2;2;40;1;2;39.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;2;35.46153846153846
